id,date,store_nbr,family,sales,onpromotion
1320,2015-08-13,1,BEVERAGES,59.892,0
1321,2015-08-14,1,BEVERAGES,53.372,0
1322,2015-08-15,1,BEVERAGES,49.937,0
1323,2015-08-16,1,BEVERAGES,83.93,0
1324,2015-08-17,1,BEVERAGES,112.595,1
1325,2015-08-18,1,BEVERAGES,116.121,0
1326,2015-08-19,1,BEVERAGES,121.672,1
1327,2015-08-20,1,BEVERAGES,76.601,0
1328,2015-08-21,1,BEVERAGES,67.182,1
1329,2015-08-22,1,BEVERAGES,49.338,0
1330,2015-08-23,1,BEVERAGES,72.52,0
1331,2015-08-24,1,BEVERAGES,92.595,0
1332,2015-08-25,1,BEVERAGES,89.792,0
1333,2015-08-26,1,BEVERAGES,73.614,0
1334,2015-08-27,1,BEVERAGES,76.847,0
1335,2015-08-28,1,BEVERAGES,43.597,0
1336,2015-08-29,1,BEVERAGES,75.446,1
1337,2015-08-30,1,BEVERAGES,59.802,0
1338,2015-08-31,1,BEVERAGES,130.761,1
1339,2015-09-01,1,BEVERAGES,95.944,0
1340,2015-09-02,1,BEVERAGES,101.312,0
1341,2015-09-03,1,BEVERAGES,45.757,0
1342,2015-09-04,1,BEVERAGES,46.531,1
1343,2015-09-05,1,BEVERAGES,47.469,0
1344,2015-09-06,1,BEVERAGES,63.252,0
1345,2015-09-07,1,BEVERAGES,105.773,0
1346,2015-09-08,1,BEVERAGES,103.676,0
1347,2015-09-09,1,BEVERAGES,82.521,0
1348,2015-09-10,1,BEVERAGES,55.877,0
1349,2015-09-11,1,BEVERAGES,48.186,0
1350,2015-09-12,1,BEVERAGES,64.671,1
1351,2015-09-13,1,BEVERAGES,76.426,0
1352,2015-09-14,1,BEVERAGES,99.582,0
1353,2015-09-15,1,BEVERAGES,95.548,0
1354,2015-09-16,1,BEVERAGES,92.345,0
1355,2015-09-17,1,BEVERAGES,76.188,0
1356,2015-09-18,1,BEVERAGES,54.096,0
1357,2015-09-19,1,BEVERAGES,64.036,0
1358,2015-09-20,1,BEVERAGES,78.222,0
1359,2015-09-21,1,BEVERAGES,123.403,1
1360,2015-09-22,1,BEVERAGES,90.492,0
1361,2015-09-23,1,BEVERAGES,86.949,0
1362,2015-09-24,1,BEVERAGES,65.829,0
1363,2015-09-25,1,BEVERAGES,33.638,0
1364,2015-09-26,1,BEVERAGES,70.029,0
1365,2015-09-27,1,BEVERAGES,87.401,1
1366,2015-09-28,1,BEVERAGES,95.897,1
1367,2015-09-29,1,BEVERAGES,99.368,0
1368,2015-09-30,1,BEVERAGES,92.064,0
1369,2015-10-01,1,BEVERAGES,75.068,1
1370,2015-10-02,1,BEVERAGES,48.17,0
1371,2015-10-03,1,BEVERAGES,61.95,0
1372,2015-10-04,1,BEVERAGES,71.343,0
1373,2015-10-05,1,BEVERAGES,84.493,0
1374,2015-10-06,1,BEVERAGES,96.235,0
1375,2015-10-07,1,BEVERAGES,94.653,0
1376,2015-10-08,1,BEVERAGES,78.069,1
1377,2015-10-09,1,BEVERAGES,52.587,0
1378,2015-10-10,1,BEVERAGES,75.089,0
1379,2015-10-11,1,BEVERAGES,68.68,0
1380,2015-10-12,1,BEVERAGES,106.949,1
1381,2015-10-13,1,BEVERAGES,107.757,0
1382,2015-10-14,1,BEVERAGES,70.601,0
1383,2015-10-15,1,BEVERAGES,76.055,0
1384,2015-10-16,1,BEVERAGES,41.904,0
1385,2015-10-17,1,BEVERAGES,52.381,0
1386,2015-10-18,1,BEVERAGES,92.006,0
1387,2015-10-19,1,BEVERAGES,86.7,0
1388,2015-10-20,1,BEVERAGES,94.798,0
1389,2015-10-21,1,BEVERAGES,87.881,1
1390,2015-10-22,1,BEVERAGES,48.237,0
1391,2015-10-23,1,BEVERAGES,49.993,1
1392,2015-10-24,1,BEVERAGES,71.338,1
1393,2015-10-25,1,BEVERAGES,60.436,0
1394,2015-10-26,1,BEVERAGES,93.487,0
1395,2015-10-27,1,BEVERAGES,124.09,1
1396,2015-10-28,1,BEVERAGES,81.834,0
1397,2015-10-29,1,BEVERAGES,69.338,0
1398,2015-10-30,1,BEVERAGES,63.815,1
1399,2015-10-31,1,BEVERAGES,52.954,0
1400,2015-11-01,1,BEVERAGES,74.939,0
1401,2015-11-02,1,BEVERAGES,82.115,0
1402,2015-11-03,1,BEVERAGES,114.599,0
1403,2015-11-04,1,BEVERAGES,88.063,0
1404,2015-11-05,1,BEVERAGES,78.908,1
1405,2015-11-06,1,BEVERAGES,45.857,0
1406,2015-11-07,1,BEVERAGES,48.044,0
1407,2015-11-08,1,BEVERAGES,85.345,0
1408,2015-11-09,1,BEVERAGES,96.794,0
1409,2015-11-10,1,BEVERAGES,114.9,1
1410,2015-11-11,1,BEVERAGES,94.67,0
1411,2015-11-12,1,BEVERAGES,87.223,1
1412,2015-11-13,1,BEVERAGES,48.078,0
1413,2015-11-14,1,BEVERAGES,62.096,1
1414,2015-11-15,1,BEVERAGES,66.901,0
1415,2015-11-16,1,BEVERAGES,125.674,1
1416,2015-11-17,1,BEVERAGES,104.351,0
1417,2015-11-18,1,BEVERAGES,78.652,0
1418,2015-11-19,1,BEVERAGES,66.235,0
1419,2015-11-20,1,BEVERAGES,55.417,0
1420,2015-11-21,1,BEVERAGES,71.527,1
1421,2015-11-22,1,BEVERAGES,90.751,0
1422,2015-11-23,1,BEVERAGES,141.363,1
1423,2015-11-24,1,BEVERAGES,111.972,0
1424,2015-11-25,1,BEVERAGES,72.578,0
1425,2015-11-26,1,BEVERAGES,77.316,0
1426,2015-11-27,1,BEVERAGES,57.276,1
1427,2015-11-28,1,BEVERAGES,41.877,0
1428,2015-11-29,1,BEVERAGES,82.309,0
1429,2015-11-30,1,BEVERAGES,128.215,1
1430,2015-12-01,1,BEVERAGES,106.576,0
1431,2015-12-02,1,BEVERAGES,109.43,1
1432,2015-12-03,1,BEVERAGES,91.673,1
1433,2015-12-04,1,BEVERAGES,69.282,1
1434,2015-12-05,1,BEVERAGES,48.842,0
1435,2015-12-06,1,BEVERAGES,68.081,0
1436,2015-12-07,1,BEVERAGES,115.677,1
1437,2015-12-08,1,BEVERAGES,108.411,0
1438,2015-12-09,1,BEVERAGES,99.801,0
1439,2015-12-10,1,BEVERAGES,97.461,1
1440,2015-12-11,1,BEVERAGES,64.72,0
1441,2015-12-12,1,BEVERAGES,61.731,0
1442,2015-12-13,1,BEVERAGES,81.317,0
1443,2015-12-14,1,BEVERAGES,110.404,0
1444,2015-12-15,1,BEVERAGES,141.73,1
1445,2015-12-16,1,BEVERAGES,95.364,0
1446,2015-12-17,1,BEVERAGES,73.714,0
1447,2015-12-18,1,BEVERAGES,51.088,0
1448,2015-12-19,1,BEVERAGES,90.275,0
1449,2015-12-20,1,BEVERAGES,60.08,0
1450,2015-12-21,1,BEVERAGES,122.293,0
1451,2015-12-22,1,BEVERAGES,137.987,0
1452,2015-12-23,1,BEVERAGES,98.728,0
1453,2015-12-24,1,BEVERAGES,100.178,1
1454,2015-12-25,1,BEVERAGES,67.373,1
1455,2015-12-26,1,BEVERAGES,89.175,1
1456,2015-12-27,1,BEVERAGES,96.512,0
1457,2015-12-28,1,BEVERAGES,128.65,1
1458,2015-12-29,1,BEVERAGES,104.575,0
1459,2015-12-30,1,BEVERAGES,105.065,0
1460,2015-12-31,1,BEVERAGES,64.467,0
1461,2015-01-01,2,AUTOMOTIVE,93.829,0
1462,2015-01-02,2,AUTOMOTIVE,80.104,0
1463,2015-01-03,2,AUTOMOTIVE,91.09,0
1464,2015-01-04,2,AUTOMOTIVE,97.858,0
1465,2015-01-05,2,AUTOMOTIVE,127.217,0
1466,2015-01-06,2,AUTOMOTIVE,135.525,0
1467,2015-01-07,2,AUTOMOTIVE,130.843,0
1468,2015-01-08,2,AUTOMOTIVE,94.369,0
1469,2015-01-09,2,AUTOMOTIVE,78.679,0
1470,2015-01-10,2,AUTOMOTIVE,79.413,0
1471,2015-01-11,2,AUTOMOTIVE,102.619,0
1472,2015-01-12,2,AUTOMOTIVE,120.202,0
1473,2015-01-13,2,AUTOMOTIVE,125.384,0
1474,2015-01-14,2,AUTOMOTIVE,143.276,0
1475,2015-01-15,2,AUTOMOTIVE,90.902,0
1476,2015-01-16,2,AUTOMOTIVE,76.48,0
1477,2015-01-17,2,AUTOMOTIVE,85.412,0
1478,2015-01-18,2,AUTOMOTIVE,122.938,0
1479,2015-01-19,2,AUTOMOTIVE,144.859,0
1480,2015-01-20,2,AUTOMOTIVE,146.591,0
1481,2015-01-21,2,AUTOMOTIVE,133.624,0
1482,2015-01-22,2,AUTOMOTIVE,96.7,0
1483,2015-01-23,2,AUTOMOTIVE,66.28,0
1484,2015-01-24,2,AUTOMOTIVE,90.056,0
1485,2015-01-25,2,AUTOMOTIVE,112.685,0
1486,2015-01-26,2,AUTOMOTIVE,141.535,0
1487,2015-01-27,2,AUTOMOTIVE,140.61,0
1488,2015-01-28,2,AUTOMOTIVE,140.791,0
1489,2015-01-29,2,AUTOMOTIVE,91.494,0
1490,2015-01-30,2,AUTOMOTIVE,73.367,0
1491,2015-01-31,2,AUTOMOTIVE,81.984,0
1492,2015-02-01,2,AUTOMOTIVE,113.047,0
1493,2015-02-02,2,AUTOMOTIVE,150.792,0
1494,2015-02-03,2,AUTOMOTIVE,162.477,0
1495,2015-02-04,2,AUTOMOTIVE,137.54,0
1496,2015-02-05,2,AUTOMOTIVE,82.702,0
1497,2015-02-06,2,AUTOMOTIVE,51.66,0
1498,2015-02-07,2,AUTOMOTIVE,80.379,0
1499,2015-02-08,2,AUTOMOTIVE,114.25,0
1500,2015-02-09,2,AUTOMOTIVE,146.772,0
1501,2015-02-10,2,AUTOMOTIVE,142.515,0
1502,2015-02-11,2,AUTOMOTIVE,127.999,0
1503,2015-02-12,2,AUTOMOTIVE,81.191,0
1504,2015-02-13,2,AUTOMOTIVE,123.634,1
1505,2015-02-14,2,AUTOMOTIVE,91.278,0
1506,2015-02-15,2,AUTOMOTIVE,118.31,0
1507,2015-02-16,2,AUTOMOTIVE,132.049,0
1508,2015-02-17,2,AUTOMOTIVE,156.895,0
1509,2015-02-18,2,AUTOMOTIVE,145.704,0
1510,2015-02-19,2,AUTOMOTIVE,109.298,0
1511,2015-02-20,2,AUTOMOTIVE,83.569,0
1512,2015-02-21,2,AUTOMOTIVE,101.547,0
1513,2015-02-22,2,AUTOMOTIVE,102.149,0
1514,2015-02-23,2,AUTOMOTIVE,142.634,0
1515,2015-02-24,2,AUTOMOTIVE,162.116,0
1516,2015-02-25,2,AUTOMOTIVE,141.215,0
1517,2015-02-26,2,AUTOMOTIVE,97.711,0
1518,2015-02-27,2,AUTOMOTIVE,92.359,0
1519,2015-02-28,2,AUTOMOTIVE,68.015,0
1520,2015-03-01,2,AUTOMOTIVE,112.066,0
1521,2015-03-02,2,AUTOMOTIVE,172.323,0
1522,2015-03-03,2,AUTOMOTIVE,173.736,0
1523,2015-03-04,2,AUTOMOTIVE,126.384,0
1524,2015-03-05,2,AUTOMOTIVE,112.88,0
1525,2015-03-06,2,AUTOMOTIVE,85.054,0
1526,2015-03-07,2,AUTOMOTIVE,76.408,0
1527,2015-03-08,2,AUTOMOTIVE,127.568,0
1528,2015-03-09,2,AUTOMOTIVE,167.14,0
1529,2015-03-10,2,AUTOMOTIVE,156.713,0
1530,2015-03-11,2,AUTOMOTIVE,148.709,0
1531,2015-03-12,2,AUTOMOTIVE,93.297,0
1532,2015-03-13,2,AUTOMOTIVE,108.223,1
1533,2015-03-14,2,AUTOMOTIVE,80.928,0
1534,2015-03-15,2,AUTOMOTIVE,121.475,0
1535,2015-03-16,2,AUTOMOTIVE,149.236,0
1536,2015-03-17,2,AUTOMOTIVE,175.519,0
1537,2015-03-18,2,AUTOMOTIVE,143.4,0
1538,2015-03-19,2,AUTOMOTIVE,111.833,0
1539,2015-03-20,2,AUTOMOTIVE,89.285,0
1540,2015-03-21,2,AUTOMOTIVE,91.618,0
1541,2015-03-22,2,AUTOMOTIVE,125.407,0
1542,2015-03-23,2,AUTOMOTIVE,165.104,0
1543,2015-03-24,2,AUTOMOTIVE,175.722,0
1544,2015-03-25,2,AUTOMOTIVE,145.76,0
1545,2015-03-26,2,AUTOMOTIVE,111.777,0
1546,2015-03-27,2,AUTOMOTIVE,91.696,0
1547,2015-03-28,2,AUTOMOTIVE,99.12,0
1548,2015-03-29,2,AUTOMOTIVE,140.329,0
1549,2015-03-30,2,AUTOMOTIVE,142.849,0
1550,2015-03-31,2,AUTOMOTIVE,216.823,1
1551,2015-04-01,2,AUTOMOTIVE,148.218,0
1552,2015-04-02,2,AUTOMOTIVE,100.29,0
1553,2015-04-03,2,AUTOMOTIVE,76.343,0
1554,2015-04-04,2,AUTOMOTIVE,97.907,0
1555,2015-04-05,2,AUTOMOTIVE,123.947,0
1556,2015-04-06,2,AUTOMOTIVE,200.482,1
1557,2015-04-07,2,AUTOMOTIVE,176.286,0
1558,2015-04-08,2,AUTOMOTIVE,158.581,0
1559,2015-04-09,2,AUTOMOTIVE,129.171,0
1560,2015-04-10,2,AUTOMOTIVE,91.893,0
1561,2015-04-11,2,AUTOMOTIVE,112.985,0
1562,2015-04-12,2,AUTOMOTIVE,140.541,0
1563,2015-04-13,2,AUTOMOTIVE,165.99,0
1564,2015-04-14,2,AUTOMOTIVE,173.801,0
1565,2015-04-15,2,AUTOMOTIVE,166.559,0
1566,2015-04-16,2,AUTOMOTIVE,98.006,0
1567,2015-04-17,2,AUTOMOTIVE,84.71,0
1568,2015-04-18,2,AUTOMOTIVE,94.602,0
1569,2015-04-19,2,AUTOMOTIVE,103.862,0
1570,2015-04-20,2,AUTOMOTIVE,158.798,0
1571,2015-04-21,2,AUTOMOTIVE,174.401,0
1572,2015-04-22,2,AUTOMOTIVE,118.097,0
1573,2015-04-23,2,AUTOMOTIVE,111.681,0
1574,2015-04-24,2,AUTOMOTIVE,80.923,0
1575,2015-04-25,2,AUTOMOTIVE,96.826,0
1576,2015-04-26,2,AUTOMOTIVE,134.313,0
1577,2015-04-27,2,AUTOMOTIVE,176.106,0
1578,2015-04-28,2,AUTOMOTIVE,153.121,0
1579,2015-04-29,2,AUTOMOTIVE,146.44,0
1580,2015-04-30,2,AUTOMOTIVE,101.026,0
1581,2015-05-01,2,AUTOMOTIVE,83.669,0
1582,2015-05-02,2,AUTOMOTIVE,90.525,0
1583,2015-05-03,2,AUTOMOTIVE,114.412,0
1584,2015-05-04,2,AUTOMOTIVE,142.427,0
1585,2015-05-05,2,AUTOMOTIVE,190.476,0
1586,2015-05-06,2,AUTOMOTIVE,131.618,0
1587,2015-05-07,2,AUTOMOTIVE,109.429,0
1588,2015-05-08,2,AUTOMOTIVE,71.525,0
1589,2015-05-09,2,AUTOMOTIVE,106.353,0
1590,2015-05-10,2,AUTOMOTIVE,107.4,0
1591,2015-05-11,2,AUTOMOTIVE,150.347,0
1592,2015-05-12,2,AUTOMOTIVE,155.227,0
1593,2015-05-13,2,AUTOMOTIVE,144.197,0
1594,2015-05-14,2,AUTOMOTIVE,100.683,0
1595,2015-05-15,2,AUTOMOTIVE,106.047,0
1596,2015-05-16,2,AUTOMOTIVE,90.153,0
1597,2015-05-17,2,AUTOMOTIVE,137.442,0
1598,2015-05-18,2,AUTOMOTIVE,165.942,0
1599,2015-05-19,2,AUTOMOTIVE,172.66,0
1600,2015-05-20,2,AUTOMOTIVE,147.299,0
1601,2015-05-21,2,AUTOMOTIVE,107.202,0
1602,2015-05-22,2,AUTOMOTIVE,73.758,0
1603,2015-05-23,2,AUTOMOTIVE,85.644,0
1604,2015-05-24,2,AUTOMOTIVE,127.193,0
1605,2015-05-25,2,AUTOMOTIVE,130.627,0
1606,2015-05-26,2,AUTOMOTIVE,144.838,0
1607,2015-05-27,2,AUTOMOTIVE,135.966,0
1608,2015-05-28,2,AUTOMOTIVE,84.169,0
1609,2015-05-29,2,AUTOMOTIVE,81.012,0
1610,2015-05-30,2,AUTOMOTIVE,92.624,0
1611,2015-05-31,2,AUTOMOTIVE,129.66,0
1612,2015-06-01,2,AUTOMOTIVE,164.673,0
1613,2015-06-02,2,AUTOMOTIVE,166.928,0
1614,2015-06-03,2,AUTOMOTIVE,143.647,0
1615,2015-06-04,2,AUTOMOTIVE,103.898,0
1616,2015-06-05,2,AUTOMOTIVE,78.98,0
1617,2015-06-06,2,AUTOMOTIVE,78.328,0
1618,2015-06-07,2,AUTOMOTIVE,141.324,0
1619,2015-06-08,2,AUTOMOTIVE,142.933,0
1620,2015-06-09,2,AUTOMOTIVE,175.728,0
1621,2015-06-10,2,AUTOMOTIVE,145.336,0
1622,2015-06-11,2,AUTOMOTIVE,120.352,0
1623,2015-06-12,2,AUTOMOTIVE,104.024,1
1624,2015-06-13,2,AUTOMOTIVE,80.769,0
1625,2015-06-14,2,AUTOMOTIVE,113.607,0
1626,2015-06-15,2,AUTOMOTIVE,134.538,0
1627,2015-06-16,2,AUTOMOTIVE,166.244,0
1628,2015-06-17,2,AUTOMOTIVE,133.873,0
1629,2015-06-18,2,AUTOMOTIVE,97.382,0
1630,2015-06-19,2,AUTOMOTIVE,76.663,0
1631,2015-06-20,2,AUTOMOTIVE,77.037,0
1632,2015-06-21,2,AUTOMOTIVE,110.282,0
1633,2015-06-22,2,AUTOMOTIVE,153.36,0
1634,2015-06-23,2,AUTOMOTIVE,166.055,0
1635,2015-06-24,2,AUTOMOTIVE,131.447,0
1636,2015-06-25,2,AUTOMOTIVE,98.561,0
1637,2015-06-26,2,AUTOMOTIVE,76.765,0
1638,2015-06-27,2,AUTOMOTIVE,83.723,0
1639,2015-06-28,2,AUTOMOTIVE,109.867,0
1640,2015-06-29,2,AUTOMOTIVE,148.414,0
1641,2015-06-30,2,AUTOMOTIVE,156.896,0
1642,2015-07-01,2,AUTOMOTIVE,130.311,0
1643,2015-07-02,2,AUTOMOTIVE,123.267,1
1644,2015-07-03,2,AUTOMOTIVE,67.16,0
1645,2015-07-04,2,AUTOMOTIVE,82.102,0
1646,2015-07-05,2,AUTOMOTIVE,143.809,1
1647,2015-07-06,2,AUTOMOTIVE,138.626,0
1648,2015-07-07,2,AUTOMOTIVE,145.429,0
1649,2015-07-08,2,AUTOMOTIVE,120.894,0
1650,2015-07-09,2,AUTOMOTIVE,97.999,0
1651,2015-07-10,2,AUTOMOTIVE,73.978,0
1652,2015-07-11,2,AUTOMOTIVE,105.505,0
1653,2015-07-12,2,AUTOMOTIVE,106.372,0
1654,2015-07-13,2,AUTOMOTIVE,172.125,1
1655,2015-07-14,2,AUTOMOTIVE,133.41,0
1656,2015-07-15,2,AUTOMOTIVE,131.949,0
1657,2015-07-16,2,AUTOMOTIVE,87.168,0
1658,2015-07-17,2,AUTOMOTIVE,71.254,0
1659,2015-07-18,2,AUTOMOTIVE,86.405,0
1660,2015-07-19,2,AUTOMOTIVE,120.906,0
1661,2015-07-20,2,AUTOMOTIVE,131.44,0
1662,2015-07-21,2,AUTOMOTIVE,137.022,0
1663,2015-07-22,2,AUTOMOTIVE,122.515,0
1664,2015-07-23,2,AUTOMOTIVE,100.625,0
1665,2015-07-24,2,AUTOMOTIVE,69.637,0
1666,2015-07-25,2,AUTOMOTIVE,77.202,0
1667,2015-07-26,2,AUTOMOTIVE,111.261,0
1668,2015-07-27,2,AUTOMOTIVE,138.673,0
1669,2015-07-28,2,AUTOMOTIVE,148.74,0
1670,2015-07-29,2,AUTOMOTIVE,98.218,0
1671,2015-07-30,2,AUTOMOTIVE,74.654,0
1672,2015-07-31,2,AUTOMOTIVE,55.142,0
1673,2015-08-01,2,AUTOMOTIVE,77.563,0
1674,2015-08-02,2,AUTOMOTIVE,87.533,0
1675,2015-08-03,2,AUTOMOTIVE,126.287,0
1676,2015-08-04,2,AUTOMOTIVE,139.327,0
1677,2015-08-05,2,AUTOMOTIVE,135.286,0
1678,2015-08-06,2,AUTOMOTIVE,82.497,0
1679,2015-08-07,2,AUTOMOTIVE,65.582,0
1680,2015-08-08,2,AUTOMOTIVE,74.733,0
1681,2015-08-09,2,AUTOMOTIVE,93.327,0
1682,2015-08-10,2,AUTOMOTIVE,93.854,0
1683,2015-08-11,2,AUTOMOTIVE,147.84,0
1684,2015-08-12,2,AUTOMOTIVE,110.082,0
1685,2015-08-13,2,AUTOMOTIVE,76.157,0
1686,2015-08-14,2,AUTOMOTIVE,67.535,0
1687,2015-08-15,2,AUTOMOTIVE,64.839,0
1688,2015-08-16,2,AUTOMOTIVE,106.931,0
1689,2015-08-17,2,AUTOMOTIVE,119.461,0
1690,2015-08-18,2,AUTOMOTIVE,138.987,0
1691,2015-08-19,2,AUTOMOTIVE,109.319,0
1692,2015-08-20,2,AUTOMOTIVE,72.159,0
1693,2015-08-21,2,AUTOMOTIVE,71.047,0
1694,2015-08-22,2,AUTOMOTIVE,94.655,0
1695,2015-08-23,2,AUTOMOTIVE,86.094,0
1696,2015-08-24,2,AUTOMOTIVE,117.729,0
1697,2015-08-25,2,AUTOMOTIVE,116.591,0
1698,2015-08-26,2,AUTOMOTIVE,126.167,0
1699,2015-08-27,2,AUTOMOTIVE,82.183,0
1700,2015-08-28,2,AUTOMOTIVE,39.192,0
1701,2015-08-29,2,AUTOMOTIVE,46.821,0
1702,2015-08-30,2,AUTOMOTIVE,104.371,0
1703,2015-08-31,2,AUTOMOTIVE,123.662,0
1704,2015-09-01,2,AUTOMOTIVE,106.716,0
1705,2015-09-02,2,AUTOMOTIVE,96.586,0
1706,2015-09-03,2,AUTOMOTIVE,83.991,0
1707,2015-09-04,2,AUTOMOTIVE,62.474,0
1708,2015-09-05,2,AUTOMOTIVE,49.423,0
1709,2015-09-06,2,AUTOMOTIVE,101.505,0
1710,2015-09-07,2,AUTOMOTIVE,115.138,0
1711,2015-09-08,2,AUTOMOTIVE,138.211,0
1712,2015-09-09,2,AUTOMOTIVE,112.328,0
1713,2015-09-10,2,AUTOMOTIVE,111.051,1
1714,2015-09-11,2,AUTOMOTIVE,57.035,1
1715,2015-09-12,2,AUTOMOTIVE,75.311,0
1716,2015-09-13,2,AUTOMOTIVE,103.841,0
1717,2015-09-14,2,AUTOMOTIVE,123.925,0
1718,2015-09-15,2,AUTOMOTIVE,113.552,0
1719,2015-09-16,2,AUTOMOTIVE,106.655,0
1720,2015-09-17,2,AUTOMOTIVE,59.46,0
1721,2015-09-18,2,AUTOMOTIVE,55.428,0
1722,2015-09-19,2,AUTOMOTIVE,59.894,0
1723,2015-09-20,2,AUTOMOTIVE,96.329,0
1724,2015-09-21,2,AUTOMOTIVE,140.088,0
1725,2015-09-22,2,AUTOMOTIVE,127.858,0
1726,2015-09-23,2,AUTOMOTIVE,102.643,0
1727,2015-09-24,2,AUTOMOTIVE,88.022,0
1728,2015-09-25,2,AUTOMOTIVE,68.868,0
1729,2015-09-26,2,AUTOMOTIVE,69.905,0
1730,2015-09-27,2,AUTOMOTIVE,86.147,0
1731,2015-09-28,2,AUTOMOTIVE,124.105,0
1732,2015-09-29,2,AUTOMOTIVE,131.501,0
1733,2015-09-30,2,AUTOMOTIVE,109.928,0
1734,2015-10-01,2,AUTOMOTIVE,98.248,0
1735,2015-10-02,2,AUTOMOTIVE,84.557,0
1736,2015-10-03,2,AUTOMOTIVE,57.562,0
1737,2015-10-04,2,AUTOMOTIVE,97.137,0
1738,2015-10-05,2,AUTOMOTIVE,106.175,0
1739,2015-10-06,2,AUTOMOTIVE,119.524,0
1740,2015-10-07,2,AUTOMOTIVE,103.08,0
1741,2015-10-08,2,AUTOMOTIVE,77.786,0
1742,2015-10-09,2,AUTOMOTIVE,79.364,0
1743,2015-10-10,2,AUTOMOTIVE,59.588,0
1744,2015-10-11,2,AUTOMOTIVE,98.903,0
1745,2015-10-12,2,AUTOMOTIVE,NA,0
1746,2015-10-13,2,AUTOMOTIVE,128.444,0
1747,2015-10-14,2,AUTOMOTIVE,114.019,0
1748,2015-10-15,2,AUTOMOTIVE,73.327,0
1749,2015-10-16,2,AUTOMOTIVE,57.523,0
1750,2015-10-17,2,AUTOMOTIVE,78.925,1
1751,2015-10-18,2,AUTOMOTIVE,72.495,0
1752,2015-10-19,2,AUTOMOTIVE,127.103,0
1753,2015-10-20,2,AUTOMOTIVE,123.212,0
1754,2015-10-21,2,AUTOMOTIVE,107.845,0
1755,2015-10-22,2,AUTOMOTIVE,107.824,1
1756,2015-10-23,2,AUTOMOTIVE,63.45,0
1757,2015-10-24,2,AUTOMOTIVE,85.807,1
1758,2015-10-25,2,AUTOMOTIVE,90.602,0
1759,2015-10-26,2,AUTOMOTIVE,138.814,0
1760,2015-10-27,2,AUTOMOTIVE,130.677,0
1761,2015-10-28,2,AUTOMOTIVE,112.482,0
1762,2015-10-29,2,AUTOMOTIVE,92.035,0
1763,2015-10-30,2,AUTOMOTIVE,67.783,0
1764,2015-10-31,2,AUTOMOTIVE,61.784,0
1765,2015-11-01,2,AUTOMOTIVE,117.841,1
1766,2015-11-02,2,AUTOMOTIVE,116.725,0
1767,2015-11-03,2,AUTOMOTIVE,114.522,0
1768,2015-11-04,2,AUTOMOTIVE,111.59,0
1769,2015-11-05,2,AUTOMOTIVE,110.557,1
1770,2015-11-06,2,AUTOMOTIVE,59.912,0
1771,2015-11-07,2,AUTOMOTIVE,76.502,0
1772,2015-11-08,2,AUTOMOTIVE,107.112,0
1773,2015-11-09,2,AUTOMOTIVE,125.928,0
1774,2015-11-10,2,AUTOMOTIVE,129.42,0
1775,2015-11-11,2,AUTOMOTIVE,108.525,0
1776,2015-11-12,2,AUTOMOTIVE,82.578,0
1777,2015-11-13,2,AUTOMOTIVE,82.36,0
1778,2015-11-14,2,AUTOMOTIVE,74.528,0
1779,2015-11-15,2,AUTOMOTIVE,96.994,0
1780,2015-11-16,2,AUTOMOTIVE,125.361,0
1781,2015-11-17,2,AUTOMOTIVE,138.004,0
1782,2015-11-18,2,AUTOMOTIVE,119.611,0
1783,2015-11-19,2,AUTOMOTIVE,100.997,0
1784,2015-11-20,2,AUTOMOTIVE,63.834,0
1785,2015-11-21,2,AUTOMOTIVE,85.241,0
1786,2015-11-22,2,AUTOMOTIVE,97.741,0
1787,2015-11-23,2,AUTOMOTIVE,135.305,0
1788,2015-11-24,2,AUTOMOTIVE,137.153,0
1789,2015-11-25,2,AUTOMOTIVE,131.397,0
1790,2015-11-26,2,AUTOMOTIVE,103.715,0
1791,2015-11-27,2,AUTOMOTIVE,85.364,0
1792,2015-11-28,2,AUTOMOTIVE,84.211,0
1793,2015-11-29,2,AUTOMOTIVE,101.694,0
1794,2015-11-30,2,AUTOMOTIVE,135.283,0
1795,2015-12-01,2,AUTOMOTIVE,147.373,0
1796,2015-12-02,2,AUTOMOTIVE,103.315,0
1797,2015-12-03,2,AUTOMOTIVE,106.323,0
1798,2015-12-04,2,AUTOMOTIVE,60.895,0
1799,2015-12-05,2,AUTOMOTIVE,74.719,0
1800,2015-12-06,2,AUTOMOTIVE,123.148,0
1801,2015-12-07,2,AUTOMOTIVE,144.384,0
1802,2015-12-08,2,AUTOMOTIVE,153.033,0
1803,2015-12-09,2,AUTOMOTIVE,120.243,0
1804,2015-12-10,2,AUTOMOTIVE,78.294,0
1805,2015-12-11,2,AUTOMOTIVE,65.678,0
1806,2015-12-12,2,AUTOMOTIVE,86.635,0
1807,2015-12-13,2,AUTOMOTIVE,119.979,0
1808,2015-12-14,2,AUTOMOTIVE,144.581,0
1809,2015-12-15,2,AUTOMOTIVE,148.408,0
1810,2015-12-16,2,AUTOMOTIVE,135.238,0
1811,2015-12-17,2,AUTOMOTIVE,115.124,1
1812,2015-12-18,2,AUTOMOTIVE,80.917,0
1813,2015-12-19,2,AUTOMOTIVE,72.714,0
1814,2015-12-20,2,AUTOMOTIVE,134.717,0
1815,2015-12-21,2,AUTOMOTIVE,120.848,0
